0.871287,0.960396,0.970297,0.920792,0.960396,0.960396,0.990099,1.000000,1.000000,1.000000
0.761194,0.950249,0.940299,0.990050,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.887043,0.956811,0.943522,0.973422,0.980066,0.923588,0.950166,0.960133,0.970100,0.993355
0.930175,0.865337,0.955112,0.947631,0.942643,0.972569,0.967581,0.932668,0.982544,0.990025
0.846307,0.954092,0.958084,0.970060,0.970060,0.888224,0.978044,0.968064,0.984032,0.970060
0.911814,0.926789,0.950083,0.958403,0.866889,0.953411,0.983361,0.976705,0.940100,0.976705
0.852857,0.911429,0.925714,0.974286,0.961429,0.947143,0.982857,0.974286,0.982857,0.981429
0.802747,0.968789,0.863920,0.932584,0.971286,0.968789,0.981273,0.931336,0.938826,0.958801
0.944444,0.946667,0.973333,0.973333,0.880000,0.974444,0.982222,0.941111,0.986667,0.980000
0.941059,0.953047,0.969031,0.969031,0.978022,0.984016,0.968032,0.987013,0.980020,0.984016
0.931880,0.958220,0.967302,0.962761,0.984559,0.982743,0.961853,0.967302,0.960945,0.984559
0.854288,0.927560,0.951707,0.964197,0.983347,0.915903,0.960033,0.975021,0.874271,0.943381
0.847692,0.925385,0.957692,0.949231,0.963077,0.979231,0.980000,0.973846,0.946154,0.963077
0.617857,0.819286,0.910000,0.744286,0.735000,0.897857,0.880714,0.938571,0.798571,0.870714
0.823451,0.940706,0.932045,0.866755,0.815456,0.947368,0.908728,0.847435,0.822785,0.926049
0.958776,0.944410,0.946284,0.965646,0.974391,0.982511,0.974391,0.970019,0.973142,0.973142
0.949442,0.961199,0.960611,0.969430,0.972957,0.957672,0.971781,0.960611,0.968842,0.977660
0.930000,0.875556,0.897778,0.864444,0.888333,0.882778,0.901667,0.897778,0.945000,0.912222
0.960526,0.952632,0.964737,0.971579,0.965263,0.978421,0.974211,0.977895,0.975263,0.975263
0.955500,0.960500,0.965500,0.962000,0.973000,0.952500,0.966500,0.972000,0.976000,0.978000
