   1.2104711e-01   5.6111235e-01
   4.5075394e-01   3.6686081e-01
   7.1588295e-01  -2.4985896e-01
   8.9284161e-01   2.5522340e-01
   2.7310247e-01   8.6374487e-01
   2.5476930e-01   1.7279278e+00
   8.6560348e-01  -3.9645167e-01
   2.3235037e-01   8.5902081e-01
   8.0487174e-01   2.2992012e-01
   9.0839754e-01  -5.3190509e-01
   2.3189432e-01   6.2626757e-01
   2.3931256e-01   1.2949321e+00
   4.9754484e-02  -9.2332401e-02
   7.8384075e-02   5.7760506e-01
   6.4081541e-01   3.7641558e-01
   1.9088657e-01   9.3932562e-01
   8.4386950e-01   5.0873948e-02
   1.7390025e-01   3.6421335e-01
   1.7079281e-01   8.0892055e-01
   9.9429549e-01  -3.9740911e-01
   4.3979086e-01   6.3163666e-01
   3.4004795e-01   1.0986093e+00
   3.1421731e-01   9.3886603e-01
   3.6507839e-01   5.8469112e-01
   3.9323955e-01   9.0829804e-01
   5.9152520e-01   6.4658896e-01
   1.1974662e-01   9.9688334e-02
   3.8128797e-02  -4.9947965e-01
   4.5859795e-01   6.6229698e-01
   8.6986735e-01  -3.3334421e-01
   9.3423652e-01  -1.1352980e+00
   2.6444917e-01   1.2923020e+00
   1.6030034e-01   3.9801416e-01
   8.7285526e-01  -1.0307115e+00
   2.3788031e-01   8.5126975e-01
   6.4583125e-01   1.0255891e+00
   9.6688742e-01  -6.4618409e-01
   6.6493121e-01   5.1742868e-01
   8.7038103e-01  -3.4238177e-01
   9.9273048e-03   9.7557515e-02
   1.3700989e-01   8.1507083e-01
   8.1875583e-01  -7.2270271e-02
   4.3016605e-01   1.2405560e+00
   8.9032172e-01  -2.3813640e-01
   7.3490821e-01   2.4454974e-01
   6.8732359e-01   4.7568115e-01
   3.4611197e-01   6.5507146e-01
   1.6603474e-01   3.0168552e-01
   1.5561258e-01   5.7867516e-01
   1.9111631e-01   8.1026623e-01
   4.2245153e-01   6.9469042e-01
   8.5597571e-01  -7.8714420e-03
   4.9024999e-01   9.6134408e-01
   8.1593477e-01   7.8870507e-01
   4.6076983e-01   1.1001858e+00
   4.5735438e-01   5.3112287e-01
   4.5068888e-01   1.1011534e+00
   4.1221906e-01   1.1634545e+00
   9.0160982e-01  -6.1854759e-01
   5.5839392e-03   1.0064125e-01
   2.9740568e-01   7.2895364e-01
   4.9162489e-02   2.0230856e-01
   6.9318045e-01   5.0037671e-01
   6.5010641e-01   9.1217118e-01
   9.8298778e-01  -4.5353412e-01
   5.5267324e-01  -7.9249832e-02
   4.0007352e-01   1.0947083e+00
   1.9878852e-01   9.8933570e-01
   6.2520102e-01   5.9512026e-01
   7.3336280e-01   4.9278787e-01
   3.7588548e-01   1.2560020e+00
   9.8764629e-03   4.7481068e-01
   4.1985781e-01   1.4046059e+00
   7.5366963e-01   4.4609494e-01
   7.9387177e-01  -5.8540385e-01
   9.1995721e-01  -8.4275435e-01
   8.4472150e-01  -6.6606835e-03
   3.6775288e-01   6.7006896e-01
   6.2080133e-01   4.0960018e-01
   7.3127726e-01   4.4372788e-01
   1.9389318e-01   7.0680808e-01
   9.0481233e-01  -1.0509922e-01
   5.6920575e-01   3.1392921e-01
   6.3178993e-01   7.3633208e-01
   2.3441296e-01   2.6151295e-01
   5.4878213e-01   3.3046534e-01
   9.3158335e-01  -4.5405609e-01
   3.3519743e-01   9.2687686e-01
   6.5553106e-01   1.1963852e-01
   3.9190421e-01   9.0248226e-01
   6.2731479e-01   3.9685006e-01
   6.9908014e-01   3.9669975e-02
   3.9718395e-01   1.0827061e+00
   4.1362890e-01   4.9994313e-01
   6.5521295e-01   6.0202583e-01
   8.3758510e-01  -8.8226312e-01
   3.7160803e-01   1.1727734e+00
   4.2525316e-01   1.1060241e+00
   5.9466337e-01   9.4377975e-01
   5.6573857e-01   5.3922387e-01
