0.501000,-0.247000,2
0.831000,-1.171000,2
0.335000,0.429000,2
0.207000,-0.488000,2
-0.778000,-0.106000,2
-0.433000,0.104000,2
-0.281000,0.075000,2
-0.934000,0.655000,2
1.115000,-1.000000,2
1.379000,-1.400000,2
0.824000,-0.668000,2
0.623000,-0.748000,2
-0.443000,0.025000,2
1.306000,-0.506000,2
-1.697000,1.342000,2
1.029000,-1.602000,2
0.504000,-0.245000,2
0.367000,-0.327000,2
-2.788000,2.200000,2
0.314000,-0.087000,2
-1.238000,1.260000,2
0.166000,0.232000,2
0.654000,-0.930000,2
-1.274000,0.664000,2
2.066000,-2.052000,2
0.522000,-0.238000,2
0.715000,0.622000,2
0.317000,-0.368000,2
-1.307000,1.121000,2
0.082000,-0.474000,2
1.307000,-1.575000,2
0.738000,-1.020000,2
0.905000,-1.024000,2
0.254000,-0.580000,2
-0.206000,0.381000,2
-0.468000,0.967000,2
-0.678000,-0.012000,2
0.217000,-0.679000,2
0.187000,-0.124000,2
-0.514000,0.850000,2
-1.432000,1.728000,2
-0.721000,0.028000,2
-0.567000,0.765000,2
-0.394000,0.482000,2
-0.893000,0.446000,2
0.143000,-0.051000,2
-1.229000,0.720000,2
1.289000,-1.109000,2
-0.024000,0.142000,2
-0.753000,1.090000,2
-0.907000,0.170000,2
0.797000,-0.381000,2
-0.439000,0.570000,2
-1.680000,0.968000,2
0.168000,-0.587000,2
-1.272000,1.201000,2
-1.157000,1.071000,2
0.817000,-0.643000,2
-0.691000,1.128000,2
0.256000,0.004000,2
0.094000,0.318000,2
-0.973000,0.915000,2
-0.207000,0.440000,2
0.033000,0.479000,2
-0.871000,0.331000,2
-1.284000,1.925000,2
-0.819000,1.104000,2
-1.889000,1.812000,2
0.731000,-0.297000,2
1.510000,-0.519000,2
0.634000,-0.690000,2
0.478000,-0.608000,2
0.238000,0.179000,2
-0.244000,0.048000,2
0.129000,-0.580000,2
0.812000,-0.615000,2
0.214000,-0.176000,2
-0.369000,0.890000,2
-0.941000,0.085000,2
1.059000,-0.649000,2
-1.076000,0.866000,2
0.121000,0.681000,2
0.191000,0.464000,2
0.056000,-0.272000,2
1.673000,-1.919000,2
0.178000,-0.041000,2
-0.368000,0.929000,2
-0.222000,-0.122000,2
-1.498000,1.302000,2
-1.694000,1.825000,2
1.134000,-1.540000,2
1.093000,-1.064000,2
-0.546000,0.817000,2
-0.142000,0.157000,2
0.661000,-0.925000,2
-0.139000,-0.104000,2
-0.669000,0.647000,2
0.539000,-1.420000,2
0.589000,-0.516000,2
0.049000,0.356000,2
-1.006000,1.005000,2
-1.704000,1.939000,2
-0.748000,0.947000,2
0.971000,-0.241000,2
-0.796000,1.403000,2
0.826000,-1.526000,2
-1.246000,0.896000,2
0.293000,-0.242000,2
-0.800000,0.232000,2
-2.024000,1.521000,2
0.967000,-1.357000,2
0.553000,-1.274000,2
0.113000,-0.449000,2
0.246000,0.401000,2
-0.583000,0.829000,2
-0.280000,-0.284000,2
0.229000,-0.064000,2
0.045000,0.428000,2
1.622000,-1.606000,2
0.013000,-0.313000,2
-0.058000,-0.109000,2
-1.961000,0.824000,2
0.088000,0.172000,2
-0.889000,1.221000,2
-0.536000,0.431000,2
0.020000,0.173000,2
1.058000,-1.599000,2
-0.669000,0.527000,2
0.163000,-0.406000,2
-1.217000,0.234000,2
-1.061000,1.176000,2
